2023-02-07 14:02:04.9139 Info Message Template Auto Format enabled
2023-02-07 14:02:12.3798 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.657.log
2023-02-07 14:02:12.3949 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.658.log
2023-02-07 14:02:12.4095 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.659.log
2023-02-07 14:02:12.4247 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.660.log
2023-02-07 14:02:12.4409 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.661.log
2023-02-07 14:02:12.4560 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.662.log
2023-02-07 14:02:12.4746 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.663.log
2023-02-07 14:02:12.4898 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.664.log
2023-02-07 14:02:12.5039 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.665.log
2023-02-07 14:02:12.5197 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.666.log
2023-02-07 14:02:12.5340 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.667.log
2023-02-07 14:02:12.5340 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.668.log
2023-02-07 14:02:12.5505 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.669.log
2023-02-07 14:02:12.5674 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.670.log
2023-02-07 14:02:12.5819 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.671.log
2023-02-07 14:02:12.5969 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.672.log
2023-02-07 14:02:12.6164 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.673.log
2023-02-07 14:02:12.6322 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.674.log
2023-02-07 14:02:12.6491 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.675.log
2023-02-07 14:02:12.6626 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.676.log
2023-02-07 14:02:12.6758 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.677.log
2023-02-07 14:02:12.6758 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.678.log
2023-02-07 14:02:12.6905 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.679.log
2023-02-07 14:02:12.7055 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.680.log
2023-02-07 14:02:12.7272 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.681.log
2023-02-07 14:02:12.7412 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.682.log
2023-02-07 14:02:12.7569 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.683.log
2023-02-07 14:02:12.7702 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.684.log
2023-02-07 14:02:12.7702 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.685.log
2023-02-07 14:02:12.7859 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.686.log
2023-02-07 14:02:12.7998 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.687.log
2023-02-07 14:02:12.8158 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.688.log
2023-02-07 14:02:12.8313 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.689.log
2023-02-07 14:02:12.8520 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.690.log
2023-02-07 14:02:12.8680 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.691.log
2023-02-07 14:02:12.8856 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.692.log
2023-02-07 14:02:12.8933 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.693.log
2023-02-07 14:02:12.9088 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.694.log
2023-02-07 14:02:12.9313 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.695.log
2023-02-07 14:02:12.9439 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.696.log
2023-02-07 14:02:12.9572 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.697.log
2023-02-07 14:02:12.9721 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.698.log
2023-02-07 14:02:12.9721 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.699.log
2023-02-07 14:02:12.9874 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.700.log
2023-02-07 14:02:13.0034 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.701.log
2023-02-07 14:02:13.0193 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.702.log
2023-02-07 14:02:13.0342 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.703.log
2023-02-07 14:02:13.0515 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.704.log
2023-02-07 14:02:13.0659 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.705.log
2023-02-07 14:02:13.0838 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.706.log
2023-02-07 14:02:13.0838 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.707.log
2023-02-07 14:02:13.1155 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.708.log
2023-02-07 14:02:13.1343 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.709.log
2023-02-07 14:02:13.1472 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.710.log
2023-02-07 14:02:13.1608 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.711.log
2023-02-07 14:02:13.1608 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.712.log
2023-02-07 14:02:13.1915 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.713.log
2023-02-07 14:02:13.2064 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.714.log
2023-02-07 14:02:13.2237 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.715.log
2023-02-07 14:02:13.2237 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.716.log
2023-02-07 14:02:13.2380 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.717.log
2023-02-07 14:02:13.2528 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.718.log
2023-02-07 14:02:13.2683 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.719.log
2023-02-07 14:02:13.2851 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.720.log
2023-02-07 14:02:13.3001 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.721.log
2023-02-07 14:02:13.3177 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.722.log
2023-02-07 14:02:13.3177 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.723.log
2023-02-07 14:02:13.3311 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.724.log
2023-02-07 14:02:13.3466 Info FileTarget(Name=target1): Archiving D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.log to D:\零度\日志输出\f4d04045a75c49a78edf1fd288cdf370\LoggingSamples\LoggingSamples\bin\Debug\netcoreapp2.0\logs\2023-02-07-14-02.725.log
